obat_id,label,nilai,urutan
142,Efek Samping,"Sakit kepala, bingung, cemas, pusing, gelisah, insomnia, agitasi, palpitasi, tremor, kantuk, penglihatan kabur.",8
142,Kemasan,1 Strip @ 10 Kaplet,9
142,Manufaktur,Rama Emerald Multi Sukses,10
142,No. Registrasi,BPOM: DTL9628908504A1,11
143,Product Description,"Sumagesic merupakan obat yang dapat digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi, dan menurunkan demam.",1
143,Indikasi Umum,"Obat ini digunakan untuk meringankan rasa sakit pada sakit kepala, sakit gigi dan menurunkan demam.",2
143,Komposisi,Tiap tablet mengandung Paracetamol 600 mg.,3
143,Dosis,"Dewasa : 1 tablet, 3-4 kali sehari atau sesuai petunjuk dokter.",4
143,Aturan Pakai,Obat diminum sebelum atau setelah makan.,5
143,Perhatian,Hati-hati penggunaan obat ini pada penderita penyakit ginjal. Bila setelah 2 hari demam tidak menurun atau setelah 5 hari nyeri tidak menghilang segera hubungi Unit Pelayanan Kesehatan.,6
143,Kontra Indikasi,"Penderita gangguan fungsi hati yang berat, dan penderita yang hipersensitif atau alergi terhadap Paracetamol.",7
143,Efek Samping,Efek samping yang mungkin terjadi dalam penggunaan obat adalah: Penggunaan untuk jangka waktu lama dan dosis besar dapat menyebabkan kerusakan fungsi hati. Reaksi hipersensitifitas/ alergi.,8
143,Kemasan,1 Strip @ 4 Tablet,9
143,Manufaktur,Medifarma,10
143,No. Registrasi,BPOM: DBL7814710810A1,11
144,Product Description,"Disflatyl 40 mg Tablet merupakan obat yang mengandung Simethicon, digunakan untuk meredakan kembung dan rasa tidak nyaman diperut karena gas yang berlebihan.",1
144,Indikasi Umum,Meredakan kembung dan rasa tidak nyaman diperut karena gas yang berlebihan.,2
144,Komposisi,Simethicone 40 mg.,3
144,Dosis,maksimal: 500 mg/24 jam dengan anjuran dan pengawasan dokter.,4
144,Aturan Pakai,Diberikan sesudah makan. Dikunyah sampai halus.,5
144,Perhatian,Konsultasikan dengan dokter sebelum menggunakan Disflatyl tablet untuk ibu hamil atau menyusui.,6
144,Kontra Indikasi,"Hipersensitif, Aritmia, Hipokalsemia, Hipomagnesia, CHF, Jantung Iskemik.",7
144,Efek Samping,"Pemakaian obat umumnya memiliki efek samping tertentu dan sesuai dengan masing-masing individu. Jika terjadi efek samping yang berlebih dan berbahaya, harap konsultasikan kepada tenaga medis. Efek samping yang mungkin terjadi dalam penggunaan obat adalah: sendawa.",8
144,Kemasan,1 Strip @ 10 Tablet,9
144,Manufaktur,Pharos,10
144,No. Registrasi,BPOM: DBL1940404763A1,11
145,Product Description,"Herocyn Baby Powder merupakan bedak tabur yang diformulasikan khusus untuk menjaga kesehatan kulit bayi dari gatal-gatal, kemerahan, serta biang keringat.",1
145,Indikasi Umum,Mengurangi iritasi dan kemerahan di kulit bayi. Meredakan gatal-gatal akibat biang keringat. Menjadikan kulit terasa lebih halus dan lembut.,2
145,Komposisi,"Talc, Zinc Stearate, Zinc Oxide, Parfume.",3
145,Dosis,Digunakan setelah memandikan bayi atau sesuai kebutuhan.,4
145,Aturan Pakai,Taburkan bedak bayi Herocyn pada lipatan-lipatan kulit serta seluruh tubuh bayi sehabis mandi.,5
145,Perhatian,"Hanya untuk pemakaian luar. Hindari menabur bedak di dekat mata, hidung, atau mulut bayi. Hentikan pemakaian jika terjadi reaksi alergi.",6
145,Kontra Indikasi,Penderita alergi parah terhadap salah satu kandungan bedak tabur ini.,7
145,Kemasan,Botol @ 100 Gram,8
145,Manufaktur,Coronet Crown,9
145,No. Registrasi,BPOM: NA18140400234,10
146,Product Description,"Minyak Kayu Putih Plus Cap Lang mengandung Eucalyptus Oil 100%. Minyak kayu putih cap lang dengan aromaterapi digunakan untuk meringankan sakit perut, perut kembung, rasa mual, gatal-gatal akibat gigitan serangga/nyamuk.",1
146,Indikasi Umum,"Membantu meringankan sakit perut, perut kembung, rasa mual, dan gatal-gatal akibat gigitan nyamuk atau serangga.",2
146,Komposisi,Oleum Cajuputi.,3
146,Dosis,Gunakan secukupnya.,4
146,Aturan Pakai,Oleskan pada bagian yang membutuhkan. Ulangi pemakaian untuk memperpanjang perlindungannya.,5
146,Kemasan,Botol @ 120 ml,6
146,Manufaktur,Eagle Indo Pharma,7
146,No. Registrasi,BPOM: TR142679841,8
147,Product Description,"Incidal OD Kapsul 10 mgadalah obat yang digunakan untuk gejala alergi, seperti mata dan hidung berair, gatal pada mata atau hidung, dan gatal pada kulit. Obat ini juga dapat mengatasirhinitis alergitahunan dan musiman serta urtikaria (biduran). Incidal OD Kapsul mengandung zat aktifcetirizineyang mampu meredakan gejala alergi dengan cara menghalangi kerja senyawa histamin. Senyawa ini dilepas tubuh ketika terpapar alergen, yaitu zat yang menyebabkan alergi.",1
147,Indikasi Umum,"Mengatasi peradangan pada rongga hidung (rinitis), rinitis akibat alergi, serta mengatasi biduran kronis yang belum jelas penyebabnya (urtikaria idiopatik kronik).",2
147,Komposisi,Cetirizine HCl 10 mg.,3
147,Dosis,"yang dianjurkan: Dewasa & anak umur >12 tahun: 10 mg sekali sehari. Anak umur 2-6 tahun: 2,5 mg dua kali sehari. Anak umur 6-12 tahun: 5 mg dua kali sehari. Lansia: Belum ada data untuk menurunkan dosis pada pasien lansia. Insufisiensi ginjal: dosis 1/2 kali dosis yang dianjurkan.",4
147,Aturan Pakai,Dapat dikonsumsi sebelum atau sesudah makan.,5
147,Perhatian,Dapat mengganggu kemampuan menyetir atau menjalankan mesin,6
147,Kontra Indikasi,"Pasien dengan gangguan fungsi ginjal yang berat, wanita hamil trimester pertama, dan ibu menyusui.",7
147,Efek Samping,"Mengantuk, sakit kepala, pusing, gelisah (agitasi), mulut kering, gangguan pada saluran pencernaan, reaksi alergi pada kulit, dan pembengkakan sebaai reaksi alergi (angioderma).",8
147,Kemasan,1 Strip @ 4 Kapsul,9
147,Manufaktur,Bayer Indonesia,10
147,No. Registrasi,BPOM: DKL9902001301A1,11
148,Product Description,"Antimo Anak adalah obat untuk mengatasi mabuk perjalanan yang dialami anak-anak. Obat ini mengandung zat aktif dimenhydrinate. Dimenhydrinate adalah obat yang biasanya digunakan untuk mencegah dan mengobati mabuk perjalanan serta mual dan muntah yang berhubungan dengan berbagai kondisi, seperti kemoterapi, radiasi, dan pembedahan.",1
148,Indikasi Umum,Mengatasi mual dan muntah dalam perjalanan.,2
148,Komposisi,"Dimenhydranite 12,5 mg.",3
148,Dosis,"Anak-anak 2-6 tahun: 1-2 sachet setiap 6 atau 8 jam/hari, maksimal 75 mg sehari. 6-12 tahun: 2 sachet setiap 6-8 jam/hari, maksimal 150 mg sehari.",4
148,Aturan Pakai,"Dikonsumsi 30 menit sebelum berpergian, jika perlu dapat diulang tiap 4 jam.",5
148,Perhatian,Efek antiemetik atau antimuntahnya dapat mengganggu diagnosis pada kondisi peradangan pada usus buntu atau apendix (appendicitis) dan dapat menutupi tanda-tanda keracunan atau toksik akibat over dosis obat lain. Selama mengonsumsi Antimo tidak boleh mengendarai kendaraan bermotor atau menjalankan mesin. Hindari mengonsumsi makanan dan minuman berakohol.,6
148,Kontra Indikasi,Pasien dengan kadar kalium rendah (hipokalemia). Pasien penderita peningkatan tekanan pada bola mata (glaukoma). Pasien penderita gangguan kandung kemih sehingga tidak bisa mengeluarkan urine (retensi urine). Bayi baru lahir dan prematur. Pasien yang alergi terhadap komponen obat ini. Pasien penderita gangguan hati.,7
148,Efek Samping,"Depresi susunan saraf pusat seperti mengantuk, lesu pusing dan gangguan koordinasi (terutama pada anak-anak), sakit kepala, gangguan psikomotor, efek antimuskarinik seperti mulut kering, pandangan kabur, retensi urin, konstipasi dan peningkatan refluks lambung, gangguan saluran cerna seperti mual, muntah, diare dan nyeri epigastrik, aritmia jantung atau palpitasi.",8
148,Kemasan,1 Sachet @ 5 ml,9
148,Manufaktur,Phapros,10
148,No. Registrasi,BPOM: DTL0319923833A1,11
149,Product Description,"Polysilane Tablet merupakan obat dengan kandungan Al(OH)3, Mg(OH)2, Polydimethylsiloxane. Obat ini digunakan untuk mengurangi gejala-gejala yang berhubungan dengan: kelebihan asam lambung, gastritis, tukak lambung, tukak usus 12 jari, mual, nyeri lambung, nyeri ulu hati, kembung dan perasaan penuh pada lambung.",1
149,Indikasi Umum,"Sakit maag, rasa panas atau terbakar pada uluhati atau kerongkongan, Pirosis, Gastritis, Perut kembung.",2
149,Komposisi,"Alumunium Hydroxide 200 mg, Mg Hydroxide 200 mg, Dimethicone 80 mg.",3
149,Dosis,Dewasa: 3-4 kali sehari 1-2 tablet. Anak > 4 tahun: 2 tablet per hari.,4
149,Aturan Pakai,"Berikan sebelum makan, pada saat perut kosong (dikunyah).",5
149,Perhatian,Penggunaan jangka panjang dan dosis tinggi dapat menyebabkan kerusakan fungsi ginjal. Tidak dianjurkan pemberian pada anak-anak di bawah 6 tahun kecuali atas petunjuk dokter.,6
149,Kontra Indikasi,Hipersensitif dan penderita gangguan ginjal berat.,7
149,Efek Samping,"Sembelit, diare, mual, muntah dan deplesi fosfat.",8
149,Kemasan,1 Strip @ 8 Tablet,9
149,Manufaktur,Pharos,10
149,No. Registrasi,BPOM: DBL7821624163A1,11
150,Product Description,"New Diatabs Tablet merupakan obat antidiare dengan kandungan Attapulgit 600 mg. Obat ini dapat digunakan untuk pengobatan simtomatik pada diare non-spesifik, yaitu diare yang tidak diketahui penyebabnya dengan jelas. New Diatabs bekerja dengan cara mengadsorbsi beberapa racun dan bakteri penyebab diare, mengurangi frekuensi buang air besar, serta memperbaiki konsistensi feses yang encer.",1
150,Indikasi Umum,"Obat ini dapat digunakan untuk pengobatan simtomatik pada diare non-spesifik, yaitu diare yang tidak diketahui penyebabnya dengan jelas.",2
150,Komposisi,Setiap tablet mengandung Activated attapulgite 600 mg.,3
150,Dosis,"Dewasa dan anak-anak (12 tahun atau lebih) : 2 tablet setiap setelah buang air besar, maksimum penggunaan 12 tablet dalam waktu 24 jam. Anak-anak (6-12 tahun) : 1 tablet setiap setelah buang air besar, maksimum penggunaan 6 tablet dalam waktu 24 jam. Jika gejala-gejala masih berlangsung terus, harap berkonsultasi dengan dokter.",4
150,Aturan Pakai,Sebelum atau sesudah makan.,5
150,Perhatian,"Diare dapat mengakibatkan kehilangan cairan dan elektrolit atau dehidrasi oleh karena itu diperlukan terapi rehidrasi (cairan rehidrasi oral seperti oralit). Jika diare pada anak-anak disertai dengan dehidrasi, maka pengobatan awal harus diberikan cairan rehidrasi oral, seperti oralit. Dapat mempengaruhi absorbsi obat lain di dalam saluran pencernaan, oleh karena itu dianjurkan interval waktu 2-3 jam antara pemberian oral obat lain dengan obat ini. Jangan digunakan lebih dari 2 hari atau pada keadaan demam tinggi. Jangan diberikan pada anak-anak usia kurang dari 3 tahun, kecuali atas petunjuk dokter. Jika gejala-gejala masih berlangsung terus, harap berkonsultasi dengan dokter.",6
150,Kontra Indikasi,Obat ini tidak boleh diberikan pada pasien dimana konstipasi harus dihindari. Hipersensitif terhadap activated attapulgit.,7
150,Efek Samping,"Konstipasi, biasanya ringan dan bersifat sementara.",8
150,Kemasan,1 Strip @ 4 Tablet,9
150,Manufaktur,Medifarma,10
150,No. Registrasi,BPOM: DBL9114702610A1,11
